,date_&_time,country,region,category,website,distance,climb,venue,grid_reference,skills,minimum_age,age_info,entry_on_day,pre-entry,pre-entry_fee_(members),pre-entry_fee_(non-members),race_organiser,teams_allowed,male_record,female_record,junior_races,permit_/_insurance,race_url,title,pre-entry_fee,entry_on_day_fee_(members),entry_on_day_fee_(non-members),start_time_info,entry_on_day_fee,date,postcode,latitude,longitude,datetime,month
130,Sat 4 Jun 2022 at 11:30,England,Lake District,AM,http://www.duddonvalleyfellrace.org.uk,15.3 km / 9.5 miles,915 m / 3002 ft,"Newfield Inn, Seathwaite, Duddon Valley, LA20 6ED, LA20 6ED",227960,"ER, NS",18,,No,Yes,£8.00,£9.00,James Goffe,No,B Taylor - 01:24:43 - 1998,H Russell - 01:36:29 - 2021,No,Yes,https://races.fellrunner.org.uk/races/7caf6c41-a3de-480c-a08f-301aa42f599d,Sat 4 Jun 2022 — Duddon Valley Short,,,,,,,LA20 6ED,54.353528,-3.193181,2022-06-04 11:30:00,June
131,Sat 4 Jun 2022 at 11:30,England,Lake District,AM,http://www.duddonvalleyfellrace.org.uk,15.3 km / 9.5 miles,915 m / 3002 ft,"Newfield Inn, Seathwaite, Duddon Valley, LA20 6ED, LA20 6ED",227960,"ER, NS",18,,No,Yes,£8.00,£9.00,James Goffe,No,B Taylor - 01:24:43 - 1998,H Russell - 01:36:29 - 2021,No,Yes,https://races.fellrunner.org.uk/races/7caf6c41-a3de-480c-a08f-301aa42f599d,Sat 4 Jun 2022 — Duddon Valley Short,,,,,,,LA20 6ED,54.353528,-3.193181,2022-06-04 11:30:00,June
132,Sat 4 Jun 2022 at 11:00,England,Shropshire/Welsh Borders,CS,http://oswestryolympians.com,6.5 km / 4 miles,125 m / 410 ft,"Trefonen Village Hall, nr Oswestry, SY10 9DY.",,PM,16,,Yes,No,,,Richard Foggin,No,Tim Davies - 00:19:05 - 2003,Amanda Wright - 00:22:58 - 2005,No,Yes,https://races.fellrunner.org.uk/races/96945cf5-5f5e-4fba-baad-522ac06ca0cd,Sat 4 Jun 2022 — Mynydd Myfyr,,,,,£7.00,,SY10 9DY,52.834559,-3.096154,2022-06-04 11:00:00,June
133,Sat 4 Jun 2022 at 15:00,England,York. Dales,AM,http://www.settleharriers.org,10.5 km / 6.5 miles,564 m / 1850 ft,"Horton in Ribblesdale playing field., BD24 0HH",805728,"PM, LK, NS",18,,No,Yes,£7.00,£10.00,Gary Allsopp,Yes,A McLeod - 00:48:10 - 2018,V Wilkinson - 00:49:41 - 2015,No,Yes,https://races.fellrunner.org.uk/races/8451d08f-83f1-4142-b14d-dc21c078adff,Sat 4 Jun 2022 — Pen Y Ghent,,,,,,,BD24 0HH,54.148959,-2.299641,2022-06-04 15:00:00,June
134,Sun 5 Jun 2022 at 11:00,England,South East,BS,http://tringrunningclub.org.uk,7 km / 4.3 miles,220 m / 722 ft,"Shoulder of Mutton, Wendover. HP22 6EJ, HP22 6EJ",,PM,14,on the day,Yes,No,,,Rick Ansell,Yes,T Grimes - 00:28:11 - 2019,C Shelley - 00:32:37 - 2019,Yes,Yes,https://races.fellrunner.org.uk/races/03461be9-20c3-4f73-8124-150e438c7b82,Sun 5 Jun 2022 — Coombe Hill,,£3.00,£5.00,,,,HP22 6EJ,51.761391,-0.745431,2022-06-05 11:00:00,June
135,Tue 7 Jun 2022 at 19:15,England,Bowland/NW Lancs.,AS,http://www.prestonharriers.net,6 km / 3.7 miles,336 m / 1102 ft,"Fell Foot, nr Chipping, Lancs, PR3 2NP.",602442,LK,16,,Yes,No,,,Olga Wiggins,Yes,R Hope - 00:25:37 - 2010,J Lee - 00:32:26 - 2010,No,Yes,https://races.fellrunner.org.uk/races/1a503be6-5714-4f74-b894-1ee81be34d07,Tue 7 Jun 2022 — Paddy's Pole,,,,,£5.00,,PR3 2NP,53.889648,-2.615975,2022-06-07 19:15:00,June
136,Thu 9 Jun 2022 at 19:30,England,South/West Pennines,BS,http://www.madbullevents.com,8.4 km / 5.2 miles,274 m / 899 ft,"The Ale House, 36 Church St, Horwich, Bolton, BL6 6AD, BL6 6AD",,"ER, PM, LK",16,,Yes,Yes,,,Alastair Murray,Yes,M. Cayton - 00:30:24 - 2021,K. Ingram - 00:36:53 - 2007,No,Yes,https://races.fellrunner.org.uk/races/f319d7d6-3a1c-4fba-b52a-c3e4ba552099,Thu 9 Jun 2022 — Walsh Two Lads,£6.00,,,,£6.00,,BL6 6AD,53.59873,-2.537918,2022-06-09 19:30:00,June
137,Sun 12 Jun 2022 at 11:00,England,Peak District,BM,http://www.congleton-harriers.co.uk,15.7 km / 9.8 miles,565 m / 1854 ft,"Visitor Centre, Tittesworth reservoir, nr Leek, ST13 8SW.",SK994602,PM,18,,Yes,No,,,Nick Budd,Yes,S. Bailey - 01:05:54 - 2015,O Walwyn - 01:19:03 - 2015,No,Yes,https://races.fellrunner.org.uk/races/f980ded3-b6c3-4fc8-b4f5-80c9d4bee0ef,Sun 12 Jun 2022 — Passing Clouds,,,,,£6.00,,ST13 8SW,53.140948,-2.002516,2022-06-12 11:00:00,June
138,Tue 14 Jun 2022 at 19:00,England,South/West Pennines,AS,http://Www.fellfox.co.uk/races/bridestone,7.5 km / 4.7 miles,375 m / 1230 ft,"Harley Wood Playing Fields, off Stoney Royd Lane, Todmorden, OL14 8EP (see registration below)",,,16,,Yes,Yes,£5.00,£6.00,Dan Taylor,Yes,Alex Whittem - 00:34:29 - 2017,Gayle Sugden - 00:40:17 - 2016,No,Yes,https://races.fellrunner.org.uk/races/9593ab35-1350-49c3-bfd6-5a676000c7b0,Tue 14 Jun 2022 — Bridestone,,£6.00,£7.00,,,,OL14 8EP,53.725145,-2.112054,2022-06-14 19:00:00,June
139,Wed 15 Jun 2022 at 19:15,England,Lake District,AS,http://www.borrowdale-fell-runners.org,7.5 km / 4.7 miles,430 m / 1411 ft,"Langstrath Hotel, Stonethwaite, Borrowdale,, CA12 5XG",263136,"ER, PM, LK, NS",16,,Yes,No,,,Mike Hind,Yes,J. Adkin - 00:35:15 - 2021,L. Fairfax - 00:42:37 - 1993,No,Yes,https://races.fellrunner.org.uk/races/6e637dce-36db-4fd9-8215-dc69bc395ebe,Wed 15 Jun 2022 — Langstrath,,,,Registration from 18.15,£5.00,,CA12 5XG,54.515575,-3.146692,2022-06-15 19:15:00,June
140,Wed 15 Jun 2022 at 19:30,England,South/West Pennines,AS,https://races.fellrunner.org.uk/races/33408649-ba56-4f0a-99d4-6ac7dff70e98,5.3 km / 3.3 miles,360 m / 1181 ft,"Whitworth Scout Hut, Longacres Lane, Whitworth, OL12 8JS, OL12 8JS",,"ER, PM, LK",16,,Yes,No,,,Andrew Lee,No,A Worster - 00:25:37 - 2018,H Dalgleish - 00:38:15 - 2017,No,Yes,https://races.fellrunner.org.uk/races/33408649-ba56-4f0a-99d4-6ac7dff70e98,Wed 15 Jun 2022 — Brown Wardle (and A Bit Moor),,,,Start is 300 m from registration on Edward St,£3.00,,OL12 8JS,53.666397,-2.16965,2022-06-15 19:30:00,June
141,Thu 16 Jun 2022 at 19:15,England,York. Dales,BS,http://www.wharfedaleharriers.co.uk/events/beamsleybeacon/,8.8 km / 5.5 miles,335 m / 1099 ft,"St Peters Church, Church Street, Addingham, LS29 0QS",SE 077498,"PM, LK, NS",16,,Yes,No,,,Sam Green,No,,,No,Yes,https://races.fellrunner.org.uk/races/954aea23-614c-4fbe-8530-37a7af5e5527,Thu 16 Jun 2022 — Beamsley Beacon,,,,,£5.00,,LS29 0QS,53.942956,-1.873732,2022-06-16 19:15:00,June
142,Sat 18 Jun 2022 at 11:00,England,Lake District,AL,http://www.amblesideac.org.uk,21 km / 13 miles,2130 m / 6988 ft,"Stool End Farm, Great Langdale, LA22 9JY",276057,"ER, LK, NS",18,,No,Yes,£10.00,£12.00,Ben Abdelnoor,Yes,S. Booth - 02:37:41 - 2009,K. Roberts - 03:03:45 - 2019,No,Yes,https://races.fellrunner.org.uk/races/e91913a5-a938-4f6e-875e-8f86ecd0c1b4,Sat 18 Jun 2022 — Great Lakes,,,,,,,LA22 9JY,54.445385,-3.102864,2022-06-18 11:00:00,June
143,Sat 18 Jun 2022 at 11:00,England,Lake District,AL,http://www.amblesideac.org.uk,21 km / 13 miles,2130 m / 6988 ft,"Stool End Farm, Great Langdale, LA22 9JY",276057,"ER, LK, NS",18,,No,Yes,£10.00,£12.00,Ben Abdelnoor,Yes,S. Booth - 02:37:41 - 2009,K. Roberts - 03:03:45 - 2019,No,Yes,https://races.fellrunner.org.uk/races/e91913a5-a938-4f6e-875e-8f86ecd0c1b4,Sat 18 Jun 2022 — Great Lakes,,,,,,,LA22 9JY,54.445385,-3.102864,2022-06-18 11:00:00,June
144,Sat 8 Oct 2022 at 11:00,England,Lake District,AL,http://www.amblesideac.org.uk,21.1 km / 13.1 miles,1450 m / 4757 ft,"Old Dungeon Ghyll, Great Langdale, LA22 9JY",286062,"ER, PM, LK, NS",18,,No,Yes,£12.00,£15.00,Dan Duxbury,Yes,A Styan - 01:55:03 - 1977,V Wilkinson - 02:22:50 - 2016,No,Yes,https://races.fellrunner.org.uk/races/bfbec876-1616-4fc3-b44d-6134d7a7b2c7,Sat 8 Oct 2022 — Langdale Horseshoe,,,,,,,LA22 9JY,54.445385,-3.102864,2022-10-08 11:00:00,October
145,Sat 8 Oct 2022 at 11:00,England,Lake District,AL,http://www.amblesideac.org.uk,21.1 km / 13.1 miles,1450 m / 4757 ft,"Old Dungeon Ghyll, Great Langdale, LA22 9JY",286062,"ER, PM, LK, NS",18,,No,Yes,£12.00,£15.00,Dan Duxbury,Yes,A Styan - 01:55:03 - 1977,V Wilkinson - 02:22:50 - 2016,No,Yes,https://races.fellrunner.org.uk/races/bfbec876-1616-4fc3-b44d-6134d7a7b2c7,Sat 8 Oct 2022 — Langdale Horseshoe,,,,,,,LA22 9JY,54.445385,-3.102864,2022-10-08 11:00:00,October
146,Sat 18 Jun 2022 at 13:00,England,York. Dales,AS,https://www.barlickfellrunners.org.uk/races-we-organise/buckden-pike.html,6 km / 3.7 miles,486 m / 1594 ft,"Buckden Village Green, BD23 5JA",SD942773,PM,16,,No,Yes,£10.00,£12.00,Graham Wadsworth,No,C. Donnelly - 00:30:51 - 1988,C. Greenwood - 00:36:32 - 1993,No,Yes,https://races.fellrunner.org.uk/races/62840803-0d7d-486e-b0d3-acbb2d690bd6,Sat 18 Jun 2022 — Buckden Pike,,,,The women's race will start at 13:00 followed by the men at 14:30,,,BD23 5JA,54.190518,-2.089913,2022-06-18 13:00:00,June
147,Sat 18 Jun 2022 at 16:45,England,South West,BS,https://races.fellrunner.org.uk/races/81d108ea-a523-4cf2-8aca-81cc056073e6,9.7 km / 6 miles,306 m / 1004 ft,"Meavy Village Green, PL20 6PJ, Pl20 6pj",SX 541673,PM,15,U17 can compete in senior race,Yes,Yes,£7.50,£8.00,richard best,Yes,B Neale - 00:40:27 - 2021,J Meek - 00:43:51 - 2021,Yes,Yes,https://races.fellrunner.org.uk/races/81d108ea-a523-4cf2-8aca-81cc056073e6,Sat 18 Jun 2022 — Burrator Horseshoe,,£10.00,£10.50,Juniors start at 4pm U9/U11 U13/U15 age groups,,,PL20 6PJ,50.486446,-4.058347,2022-06-18 16:45:00,June
148,Sun 19 Jun 2022 at 11:00,England,North York Moors,BM,http://www.eskvalleyfellclub.org,13.7 km / 8.5 miles,562 m / 1844 ft,"Arncliffe Arms Glaisdale North Yorkshire, YO21 2QL",NZ776055,"PM, LK, NS",18,,No,Yes,£6.00,£7.00,Adrian Martin,Yes,Jason Cavill - 00:58:28 - 2013,F Blackett - 01:07:28 - 2011,No,Yes,https://races.fellrunner.org.uk/races/b7f677ee-5094-4a43-b445-46d32dc17dd7,Sun 19 Jun 2022 — Glaisdale Rigg May Race,,,,Registration from 10am at the Arnecliff Arms,,,YO21 2QL,54.438908,-0.794264,2022-06-19 11:00:00,June
149,Sun 19 Jun 2022 at 12:00,England,York. Dales,AS,http://www.bofra.co.uk,1.9 km / 1.2 miles,193 m / 633 ft,"Outgang Lane, Hawkswick, Littondale, BD23 5PX. Off B10 between Grassington and Arncliffe",,PM,17,Age on 1st May,Yes,No,,,Paul Crabtree,No,,,Yes,Yes,https://races.fellrunner.org.uk/races/01435049-5e45-4fb1-b831-f04b5a0cc22f,Sun 19 Jun 2022 — Hawkswick Dash ( B O F R A ),,,,,£5.00,,BD23 5PX,54.129421,-2.079129,2022-06-19 12:00:00,June
150,Tue 21 Jun 2022 at 19:30,England,Peak District,BS,https://races.fellrunner.org.uk/races/9509149f-b6dd-4fe3-aff8-11fc2c8bafe6,6.8 km / 4.2 miles,305 m / 1001 ft,"Lea Green, Lea, Matlock, DE4 5GJ",324575,PM,14,,Yes,No,,,Richard Bradbury,No,H Holmes - 00:29:56 - 2017,C. Howard - 00:34:06 - 2009,Yes,Yes,https://races.fellrunner.org.uk/races/9509149f-b6dd-4fe3-aff8-11fc2c8bafe6,Tue 21 Jun 2022 — Trevor Milner Riber Run,,,,,£5.00,,DE4 5GJ,53.114343,-1.51293,2022-06-21 19:30:00,June
151,Wed 22 Jun 2022 at 19:00,England,South West,BS,http://www.runventureonline.com,8.3 km / 5.2 miles,255 m / 837 ft,"The Dartmoor Inn, Merrivale, PL20 6ST, PL19 9DB",548753,"ER, LK, NS",18,Juniors from 8 upward,Yes,Yes,£5.00,£6.00,Andy Houghton,Yes,,,Yes,Yes,https://races.fellrunner.org.uk/races/d748a359-845c-4f82-bd1b-fcb3fd3b64a5,Wed 22 Jun 2022 — Summer Solstice,,£4.00,£5.00,under16 see below,,,PL20 6ST,50.55843,-4.049902,2022-06-22 19:00:00,June
152,Wed 22 Jun 2022 at 19:00,England,South/West Pennines,AS,http://www.halifaxharriers.co.uk/club-races/ogden-midsummer-madness,5 km / 3.1 miles,300 m / 984 ft,"Ogden Water Visitor Centre, Ogden Ln, Halifax HX2 8XZ",,"PM, LK",16,,Yes,No,,,Nick Small,Yes,Ben Crowther - 00:27:07 - 2019,Annie Hassell - 00:32:07 - 2019,No,Yes,https://races.fellrunner.org.uk/races/6a94946b-75b9-4d85-bdb4-d8fb036bcc7b,Wed 22 Jun 2022 — Ogden Midsummer Madness,,£5.00,£6.00,,,,HX2 8XZ,53.77444,-1.899728,2022-06-22 19:00:00,June
153,Thu 23 Jun 2022 at 19:15,England,South/West Pennines,AS,http://www.dashers.org.uk,6.4 km / 4 miles,350 m / 1148 ft,"Borough Rd, Darwen., BB3 1PL",689221,"PM, LK",14,,No,Yes,£6.00,£8.00,Chris Cash,Yes,D Kay - 00:27:30 - 2011,R Jones - 00:32:36 - 2017,No,Yes,https://races.fellrunner.org.uk/races/c4e3275d-95e0-424b-a6fc-9d08e6d119ba,Thu 23 Jun 2022 — Aggie's Staircase,,,,Waterproof cagoule may be required,,,BB3 1PL,53.695402,-2.468725,2022-06-23 19:15:00,June
154,Fri 24 Jun 2022 at 19:30,England,Peak District,BS,http://tideswellrunningclub.uk/club-events/tideswell-fell-race,7.1 km / 4.4 miles,260 m / 853 ft,"Tideswell Dale picnic area car park., SK17 8QH",SK153742,,16,,No,Yes,,,Heather Marsden,No,T. Spencer - 00:25:12 - 2021,J. Lee - 00:30:54 - 2007,No,Yes,https://races.fellrunner.org.uk/races/62509e1a-5bc9-4f8d-a6b9-d482741a8d7d,Fri 24 Jun 2022 — Tideswell Fell Race,£8.00,,,,,,SK17 8QH,53.270259,-1.777505,2022-06-24 19:30:00,June
155,Sat 25 Jun 2022 at 13:15,England,Peak District,BS,http://www.goytvalleystriders.org.uk,9.3 km / 5.8 miles,274 m / 899 ft,"Uniting Church, 35 Buxton Road Whaley Bridge SK23 7HT, SK23 7HT",,PM,16,,Yes,Yes,,,Mark Ruston,Yes,S Vernon - 00:35:21 - 2017,O Walwyn Bush - 00:42:26 - 2012,No,Yes,https://races.fellrunner.org.uk/races/cd37beab-4000-4fcd-b2e2-64aa6b7e78aa,Sat 25 Jun 2022 — Whaley Waltz,£8.00,,,Start 13.15 approx.,£10.00,,SK23 7HT,53.328181,-1.983699,2022-06-25 13:15:00,June
156,Sat 25 Jun 2022 at 13:30,England,Isle of Man,AM,http://manxfellrunners.org,14 km / 8.7 miles,750 m / 2461 ft,"Ballawyllin Beg, East Baldwin IM4 5ER, Isle of Man., IM4 5ER",365822,"ER, LK, NS",18,,Yes,Yes,,,Rebecca Griffin,No,L Taggart - 01:11:51,J. Lee - 01:27:24,Yes,Yes,https://races.fellrunner.org.uk/races/081f60fa-bbb8-484d-bf8b-715033007102,Sat 25 Jun 2022 — Baldwin Valleys,£5.00,,,,£5.00,,IM4 5ER,,,2022-06-25 13:30:00,June
157,Sat 25 Jun 2022 at 15:00,England,Peak District,BS,http://www.holmfirthharriers.com,5 km / 3.1 miles,180 m / 591 ft,"Harden Moss Sheepdog Trials, Greenfield Rd, Holmfirth, HD9 3XF.",,PM,14,,Yes,No,,,Andrew Shaw,Yes,S. Stead - 00:20:08 - 2017,K. Walshaw - 00:24:36 - 2009,No,Yes,https://races.fellrunner.org.uk/races/e37e37fe-0288-4f34-b81f-6f46b6df3a6f,Sat 25 Jun 2022 — James Blakeley,,,,,£5.00,,HD9 3XF,53.570434,-1.839447,2022-06-25 15:00:00,June
158,Sat 25 Jun 2022 at 15:00,England,South/West Pennines,BS,https://bingleyharriers.teamapp.com/clubs/567035/events/15680207?_detail=v1,4.8 km / 3 miles,168 m / 551 ft,"Eldwick Memorial Hall, Eldwick, Bingley, BD16 3EQ",SE123404,PM,13,,Yes,Yes,£4.00,£5.00,Becky Weight,Yes,D. Slater - 00:16:01 - 1981,C. Haigh - 00:17:45 - 1985,Yes,Yes,https://races.fellrunner.org.uk/races/82438017-c118-4f25-806c-9a007bb6751c,Sat 25 Jun 2022 — Eldwick Gala,,£5.00,£6.00,,,,BD16 3EQ,53.860276,-1.812923,2022-06-25 15:00:00,June
159,Sat 25 Jun 2022 at 15:15,England,Peak District,BS,http://www.bosleyvillage.org.uk,7.5 km / 4.7 miles,250 m / 820 ft,"Bosley Village School, SK11 0NX, SK11 0NX",SJ918657,,16,,Yes,No,,,Sam Alston,No,S Bailey - 00:27:51,O Walwyn - 00:33:44,Yes,Yes,https://races.fellrunner.org.uk/races/331b2dae-9696-4fc4-8034-7ecddd69309c,Sat 25 Jun 2022 — Peter Brinsley Bosley Fete,,£7.00,£8.00,,,,SK11 0NX,53.187258,-2.123303,2022-06-25 15:15:00,June
160,Sat 25 Jun 2022 at 17:30,England,Lake District,AS,http://www.helmhill.co.uk,5 km / 3.1 miles,260 m / 853 ft,"Lakeside Hotel, Newby Bridge, Cumbria.LA12 8AT, LA12 8AT",SD 37809 87477,"ER, PM",18,,No,Yes,£10.00,£12.00,Roger Aubrey,Yes,Ian Holmes - 00:24:46 - 2006,,No,Yes,https://races.fellrunner.org.uk/races/4310f7c3-daee-43c8-82f5-313f3d54117c,Sat 25 Jun 2022 — Lakeside - Gummers How,,,,17:30 Individual Race; 18:30 Team Event.,,,LA12 8AT,54.279131,-2.956851,2022-06-25 17:30:00,June
161,Sun 26 Jun 2022 at 11:00,England,Peak District,CM,http://www.bakewellpuddingrace.co.uk,10.2 km / 6.3 miles,240 m / 787 ft,"Recreation Ground, Bakewell, DE45 1BH.",,PM,18,,Yes,No,,,John Scott,No,J Taylor - 00:38:18 - 2002,K Walshaw - 00:41:37 - 2015,Yes,Yes,https://races.fellrunner.org.uk/races/4c425180-ce0e-4f98-9749-1f865920c87c,Sun 26 Jun 2022 — Bakewell Pudding Race,,,,,£5.00,,DE45 1BH,53.209085,-1.669569,2022-06-26 11:00:00,June
162,Wed 29 Jun 2022 at 19:30,England,South/West Pennines,BS,http://www.cvfr.co.uk,6.4 km / 4 miles,244 m / 801 ft,"Near Cragg Church., HX7 5TF",SD999232,PM,14,,Yes,No,,,Jackie Scarf,Yes,J Brown - 00:26:27 - 2008,H Page - 00:31:07 - 2014,No,Yes,https://races.fellrunner.org.uk/races/03274931-bf15-4fb3-a31a-3d28d9b5e78f,Wed 29 Jun 2022 — Cragg Vale,,,,,£7.00,,HX7 5TF,53.705292,-1.999917,2022-06-29 19:30:00,June
163,Wed 29 Jun 2022 at 19:30,England,South/West Pennines,AS,http://www.middletonharriers.jimdo.com/our-races/eddies-revenge,6.1 km / 3.8 miles,323 m / 1060 ft,"St Saviours Church, Buckstones Rd, Shaw, Oldham, OL2 8NB",SD999232,PM,16,,No,Yes,£6.00,£7.00,Craig Sutherland,Yes,J. Brown - 00:23:05 - 2008,A. Lupton - 00:27:17 - 2009,No,Yes,https://races.fellrunner.org.uk/races/0d7ad288-671b-4f72-b59d-15c3a33863b8,Wed 29 Jun 2022 — Eddies Revenge,,,,,,,OL2 8NB,53.586739,-2.078573,2022-06-29 19:30:00,June
164,Fri 1 Jul 2022 at 19:30,England,Peak District,AS,http://www.peakrunning.co.uk/weaverhillsfellrace,3.5 km / 2.2 miles,201 m / 659 ft,"Daltons Dairy, Shawcroft Farm, Wooton,  Ashbourne, DE6 2GW",SK105452,PM,17,,No,Yes,£6.00,£8.00,Chris Hopkinson,No,Luke Beresford - 00:16:47 - 2021,Nicola Bowen - 00:19:52 - 2021,Yes,Yes,https://races.fellrunner.org.uk/races/9332f06c-645e-4fc4-bb8d-82f22d280998,Fri 1 Jul 2022 — Weaver Hills,,,,,,,DE6 2GW,53.00241,-1.840858,2022-07-01 19:30:00,July
165,Sat 2 Jul 2022 at 10:00,England,South West,BM,http://www.charmouthchallenge.co.uk,12.4 km / 7.7 miles,580 m / 1903 ft,"Charmouth Primary School, Lower Sea Lane, Charmouth, Dorset, DT6 6LR., DT6 6QT",SY364932,PM,18,,Yes,Yes,,,Janna McDonald,No,A Wood - 00:48:44 - 2000,O Walwyn - 00:56:55 - 2009,No,Yes,https://races.fellrunner.org.uk/races/b06b8199-76de-4e44-ac6c-fb0f2dd09d4a,Sat 2 Jul 2022 — Charmouth Challenge,£20.00,,,,£24.00,,DT6 6LR,50.735669,-2.900555,2022-07-02 10:00:00,July
166,Sat 2 Jul 2022 at 10:30,England,Northumberland / Durham,BL,http://woolerrunningclub.com/chevy-chase/,32.2 km / 20 miles,1219 m / 3999 ft,"Wooler Youth Hostel., NE71 6LW",992278,"ER, LK, NS",18,,No,Yes,,,Karl Wait,No,R. Hackett - 02:40:00 - 1992,T. Calder - 03:04:20 - 1991,No,Yes,https://races.fellrunner.org.uk/races/3693c0b4-bce4-4ae1-858e-bcaf5f8523d3,Sat 2 Jul 2022 — Chevy Chase,£25.00,,,,,,NE71 6LW,55.543704,-2.014086,2022-07-02 10:30:00,July
167,Sun 3 Jul 2022 at 11:00,England,Peak District,BM,http://www.hucklow.org/fell_race,10.1 km / 6.3 miles,335 m / 1099 ft,"Great Hucklow Primary School, SK17 8RG",SK178782,PM,18,,Yes,No,,,Matt Watson,Yes,changed course 2022,changed course 2022,No,Yes,https://races.fellrunner.org.uk/races/133120bd-f975-490b-8fa2-e34ce96d2a01,Sun 3 Jul 2022 — Great Hucklow,,£7.00,£8.00,,,,SK17 8RG,53.296866,-1.733347,2022-07-03 11:00:00,July
168,Tue 5 Jul 2022 at 19:00,England,Bowland/NW Lancs.,CS,http://www.20barriersracecarnforth.blogspot.co.uk,8 km / 5 miles,160 m / 525 ft,"Carnforth High School, Kellet Rd, Carnforth, LA5 9LS., LA5 9LS",503703,PM,16,,Yes,No,,,Gregory Tagney,No,Darren Kay - 00:33:36 - 2019,Hollie Orr - 00:38:10 - 2018,No,Yes,https://races.fellrunner.org.uk/races/2ccc4ca1-0994-4f44-9c31-a36e136f8742,Tue 5 Jul 2022 — 20 Barriers,,,,,£5.00,,LA5 9LS,54.125218,-2.761494,2022-07-05 19:00:00,July
169,Tue 5 Jul 2022 at 19:15,England,York. Dales,Relay,http://www.fellandale.com,4.8 km / 3 miles,170 m / 558 ft,"Danefield Park, East Chevin Rd, Otley., LS21 3DD",SE 217 442,PM,12,,Yes,No,,,Martin Gebbett,No,Pudsey & Bramley - 00:51:38 - 2018,Pudsey & Bramley - 01:06:57 - 2018,No,Yes,https://races.fellrunner.org.uk/races/3246c9ec-7ab9-4fee-8f31-8cd167001093,Tue 5 Jul 2022 — Danefield Relay,,,,,£9.00,,LS21 3DD,53.893411,-1.671655,2022-07-05 19:15:00,July
170,Wed 6 Jul 2022 at 19:15,England,North York Moors,BM,http://eskvalleyfellclub.org,12.5 km / 7.8 miles,325 m / 1066 ft,"Commondale Village Hall, Commondale, YO21 2HG",NZ 662 104,PM,18,,Yes,No,,,Dave Bannister,Yes,Mark Potts - 00:52:07 - 2020,Georgia Campbell - 00:57:23 - 2020,No,Yes,https://races.fellrunner.org.uk/races/54e676b9-6d17-4fe8-a763-4bfcf8fd5a2f,Wed 6 Jul 2022 — Commondale Beacon,,£5.00,£6.00,19:15 Starts just outside the village hall.,,,YO21 2HG,54.485831,-0.979572,2022-07-06 19:15:00,July
171,Thu 7 Jul 2022 at 19:15,England,South/West Pennines,BS,https://www.facebook.com/DonAshtonMemorialfellrace,9.3 km / 5.8 miles,335 m / 1099 ft,"The Rock Public House, Tockholes Rd, Tockholes, Darwen, BB3 0LU",SD662234,"PM, LK, NS",16,,Yes,Yes,,,Calvin Ferguson,Yes,M Cayton - 00:34:13 - 2019,Katie Walshaw - 00:40:20 - 2018,No,Yes,https://races.fellrunner.org.uk/races/716f6132-42a4-4ffa-ac3e-077e13da6c9c,Thu 7 Jul 2022 — Don Ashton Memorial Tockholes,£6.00,,,,£6.00,,BB3 0LU,53.705429,-2.511861,2022-07-07 19:15:00,July
172,Sat 9 Jul 2022 at 15:10,England,York. Dales,BS,http://www.ilkleyharriers.co.uk/index.php?page=adgala,9.5 km / 5.9 miles,300 m / 984 ft,"Addingham Gala Field, nr Ilkley, LS29 0LZ., LS29 0LZ",SE079486,PM,16,,Yes,No,,,Jack Wood,No,M. Gosling - 00:37:52 - 2011,H. Page - 00:47:02 - 2012,No,Yes,https://races.fellrunner.org.uk/races/353ce7d4-ce80-4e27-8418-1697e72e95e0,Sat 9 Jul 2022 — Addingham Gala,,,,,£1.00,,LS29 0LZ,53.943683,-1.881423,2022-07-09 15:10:00,July
173,Sun 10 Jul 2022 at 11:00,England,Peak District,BM,http://www.bridgendcentre.org.uk,11.4 km / 7.1 miles,372 m / 1220 ft,Bridgend Centre104 Palmerston St Bollington SK10 5PW,SJ936779,PM,18,,Yes,Yes,,,Anna Hatley,Yes,S. Bailey - 00:41:10 - 2013,O. Walwyn - 00:45:40 - 2011,No,Yes,https://races.fellrunner.org.uk/races/849de489-8204-4f06-a9f8-461fe65934cf,Sun 10 Jul 2022 — Bollington Nostalgia,£10.00,,,,£12.00,,SK10 5PW,53.297952,-2.097005,2022-07-10 11:00:00,July
174,Sun 10 Jul 2022 at 11:00,England,Peak District,BM,http://www.moreindore.com/events-1/the-dore-dozen,12 km / 7.5 miles,390 m / 1280 ft,"Dore Old School, Savage Lane, S17 3GW, S17 3GW",308 811,"ER, PM, LK",18,,Yes,Yes,,,Adam Taylor,No,,,No,Yes,https://races.fellrunner.org.uk/races/9dc22b43-b6c8-4fd7-9920-84fb9f9a5001,Sun 10 Jul 2022 — The Dore Dozen  - Cancelled,£12.00,,,,£12.00,,S17 3GW,53.32593,-1.537102,2022-07-10 11:00:00,July
